"title","author","year","genre","openlibrary_work_key","synopsis","periodo"
"Empire of Storms","Sarah J. Maas","2016","Romance","/works/OL17625829W","The long path to the throne has only just begun for Aelin Galathynius. Loyalties have been broken and bought, friends have been lost and gained, and those who possess magic find themselves at odds with those who don't.

With her heart sworn to the warrior-prince by her side, and her fealty pledged to the people she is determined to save, Aelin will delve into the depths of her power to protect those she loves. But as monsters emerge from the horrors of the past, and dark forces become poised to claim her world, the only chance for salvation will lie in a desperate quest that may mark the end of everything Aelin holds dear.

In this breathtaking fifth installment of the New York Times bestselling Throne of Glass series, Aelin will have to choose what -- and who -- to sacrifice if she's to keep the world of Erilea from breaking apart.","2010-2019"
"The Sheik","E. M. Hull","1919","Romance","/works/OL6101936W","Diana Mayo is young, beautiful, wealthy--and independent. Bored by the eligible bachelors and endless parties of the English aristocracy, she arranges for a horseback trek through the Algerian desert. Two days into her adventure, Diana is kidnapped by the powerful Sheik Ahmed Ben Hassan, who forces her into submission. Diana tries desperately to resist but finds herself falling in love with this dark and handsome stranger.

Only when a rival chieftain steals Diana away does the Sheik realize that what he feels for her is more than mere passion. He has been conquered--and risks everything to get her back. The power of love reaches across the desert sands, leading to the thrilling and unexpected conclusion.

One of the most widely read novels of the 1920s, and forever fixed in the popular imagination in the film version starring the irresistible Rudolph Valentino, The Sheik is recognized as the immediate precursor to the modern romance novel. When first published there was nothing like it: To readers the story was scandalous, exotic, and all-consuming; to such critics as the New York Times the book was ""shocking,"" although written with ""a high degree of literary skill."" In the author's native England, the bestselling book was labeled ""poisonously salacious"" by the Literary Review and banned from some communities. But the public kept reading.

The influence of The Sheik on romance writers and readers continues to resonate. Despite controversy over its portrayal of sexual exploitation as a means to love, The Sheik remains a popular classic for its representation of the social order of its time, capturing contemporary attitudes toward colonialism as well as female power and independence that still strike a chord with readers today","1900-1949"
"Grievous Sin","Faye Kellerman","1993","Romance","/works/OL462950W","The birth of their baby girl has filled Rina Lazarus and her husband, LAPD Homicide Detective Peter Decker, with joy mingled with sorrow, since complications have ensured that they can have no more children. But the situation is grim at the hospital, which has been devastated by severe budget cutbacks and staff shortages. And when a respected nurse vanishes along with a newborn from the nursery, Peter and Rina fear for the safety of their own precious child—especially when the missing nurse's car is found at the bottom of a cliff . . . with a corpse inside.

A most grievous sin has been committed. In pursuit of justice, Decker—with the help of his tough-as-nails partner, Marge, and an able assist from his teenage daughter, Cindy—follows a twisted path that winds through a sinister maze of hospital politics, misplaced passions, and torturous mind games that can all too easily lead to murder.","1990-1999"
"Shadow souls","Lisa Jane Smith","2010","Romance","/works/OL14982396W","On the run . . .Elena Gilbert's love, the vampire Stefan Salvatore, has been captured and imprisoned by demonic spirits who are wreaking havoc in Fell's Church. While her friends Bonnie and Meredith explore the evil that has taken over their town, Elena goes in search of Stefan.In order to find him, she entrusts her life to Stefan's brother, Damon Salvatore, the handsome but deadly vampire who wants Elena, body and soul. Along with her childhood friend Matt, they set out for the slums of the Dark Dimension, where Stefan is being held captive. It is rumored to be a world where vampires and demons roam free, but humans must live enslaved to their supernatural masters. . . .Elena will stop at nothing to free Stefan. Yet with each passing day the tension between Elena and Damon grows, and she is faced with a terrible decision: Which brother does she really want?Back in Fell's Church, Bonnie and Meredith have made some dire discoveries. They hastily try to follow Elena and warn her—only to be caught up in Elena's most dangerous adventure yet.","2010-2019"
"Normal People","Sally Rooney","2018","Romance","/works/OL20150260W","At school Connell and Marianne pretend not to know each other. He’s popular and well-adjusted, star of the school soccer team while she is lonely, proud, and intensely private. But when Connell comes to pick his mother up from her housekeeping job at Marianne’s house, a strange and indelible connection grows between the two teenagers - one they are determined to conceal.

A year later, they’re both studying at Trinity College in Dublin. Marianne has found her feet in a new social world while Connell hangs at the sidelines, shy and uncertain. Throughout their years in college, Marianne and Connell circle one another, straying toward other people and possibilities but always magnetically, irresistibly drawn back together. Then, as she veers into self-destruction and he begins to search for meaning elsewhere, each must confront how far they are willing to go to save the other.

Sally Rooney brings her brilliant psychological acuity and perfectly spare prose to a story that explores the subtleties of class, the electricity of first love, and the complex entanglements of family and friendship.","2010-2019"
"It Starts with Us","Colleen Hoover","2022","Romance","/works/OL27733867W","**Before It Ends with Us, it started with Atlas. Colleen Hoover tells fan favorite Atlas’s side of the story and shares what comes next in this long-anticipated sequel to the “glorious and touching” (USA TODAY) #1 New York Times bestseller It Ends with Us.**

Lily and her ex-husband, Ryle, have just settled into a civil coparenting rhythm when she suddenly bumps into her first love, Atlas, again. After nearly two years separated, she is elated that for once, time is on their side, and she immediately says yes when Atlas asks her on a date.

But her excitement is quickly hampered by the knowledge that, though they are no longer married, Ryle is still very much a part of her life—and Atlas Corrigan is the one man he will hate being in his ex-wife and daughter’s life.

Switching between the perspectives of Lily and Atlas, It Starts with Us picks up right where the epilogue for the “gripping, pulse-pounding” (Sarah Pekkanen, author of Perfect Neighbors) bestselling phenomenon It Ends with Us left off. Revealing more about Atlas’s past and following Lily as she embraces a second chance at true love while navigating a jealous ex-husband, it proves that “no one delivers an emotional read like Colleen Hoover” (Anna Todd, New York Times bestselling author).","2020-2026"
"A Breath of Snow and Ashes","Diana Gabaldon","1992","Romance","/works/OL3261142W","Eagerly anticipated by her legions of fans, this sixth novel in Diana Gabaldon's bestselling Outlander saga is a masterpiece of historical fiction from one of the most popular authors of our time.Since the initial publication of Outlander fifteen years ago, Diana Gabaldon's New York Times bestselling saga has won the hearts of readers the world over -- and sold more than twelve million books. Now, A Breath of Snow and Ashes continues the extraordinary story of 18th-century Scotsman Jamie Fraser and his 20th-century wife, Claire.The year is 1772, and on the eve of the American Revolution, the long fuse of rebellion has already been lit. Men lie dead in the streets of Boston, and in the backwoods of North Carolina, isolated cabins burn in the forest.With chaos brewing, the governor calls upon Jamie Fraser to unite the backcountry and safeguard the colony for King and Crown. But from his wife Jamie knows that three years hence the shot heard round the world will be fired, and the result will be independence -- with those loyal to the King either dead or in exile. And there is also the matter of a tiny clipping from The Wilmington Gazette, dated 1776, which reports Jamie's death, along with his kin. For once, he hopes, his time-traveling family may be wrong about the future.From the Hardcover edition.","1990-1999"
"Spurred - Die Sporen Geben","Vanessa Vale","2017","Romance","/works/OL25422935W","","2010-2019"
"Madam, Will You Talk?","Mary Stewart","1954","Romance","/works/OL213269W","Widow Charity Selborne had been greatly looking forward to her driving holiday through France with her old friend Louise - long, leisurely days under the hot sun, enjoying the beauty of the parched Provencal landscape. But when Charity arrived at a plush resort in the picturesque French resort town of Avignon, she had no way of knowing that she was to become the principal player in the last act of a strange and brutal tragedy. Most of it had already been played. There had been love--and lust--and revenge and fear and murder.

Very soon her dreams turn into a nightmare, when by befriending a terrified boy and catching the attention of his enigmatic, possibly murderous father, Charity has inadvertently placed herself center stage. She becomes enmeshed in the schemes of a gang of murderers, one of them a man with whom she is rapidly falling in love... And now the killer, with blood enough on his hands, was waiting in the wings.","1950-1969"
"Turtle Moon","Alice Hoffman","1992","Romance","/works/OL48924W","When Lucy Rosen and her son Keith move to Verity, Florida, Keith runs away with the baby of a murdered woman, and Lucy and Officer Julian Cash chase after him.","1990-1999"
"The Picture of Dorian Gray","Oscar Wilde","1890","Horror","/works/OL8193416W","**The Picture of Dorian Gray** is a philosophical novel by Irish writer Oscar Wilde. A shorter novella-length version was published in the July 1890 issue of the American periodical *Lippincott’s Monthly Magazine*. The novel-length version was published in April 1891.

(Source: [Wikipedia](https://en.wikipedia.org/wiki/The_Picture_of_Dorian_Gray))","1850-1899"
"Frankenstein or The Modern Prometheus","Mary Shelley","1818","Horror","/works/OL450063W","*Frankenstein; or, The Modern Prometheus* is an 1818 novel written by English author Mary Shelley. Frankenstein tells the story of Victor Frankenstein, a young scientist who creates a sapient creature in an unorthodox scientific experiment. Shelley started writing the story when she was 18, and the first edition was published anonymously in London on 1 January 1818, when she was 20. Her name first appeared in the second edition, which was published in Paris in 1821.","1800-1849"
"Dracula","Bram Stoker","1897","Horror","/works/OL85892W","Na história, um casal e seus amigos são atormentados por Conde Drácula, uma entidade sobrenatural e hematófoga que, presa em uma maldição contagiosa, pretende se mudar de seu recluso castelo na Transilvânia para a efervescente Londres do século XIX. Com a ajuda do professor Van Helsing, o grupo de amigos pretende enfrentar o morto-vivo, mesmo com todos os perigos que a ofensiva trará.","1850-1899"
"The Mayor of Casterbridge","Thomas Hardy","1800","Horror","/works/OL8193406W","<p>Like many of <a href=""https://standardebooks.org/ebooks/thomas-hardy"">Hardy’s</a> novels, <i>The Mayor of Casterbridge</i> is set in the fictional county of Wessex in the mid 1800s. It begins with Michael Henchard, a young hay-trusser, drunk on rum, auctioning off his wife and baby daughter at a village fair. The next day, overcome with remorse, Henchard resolves to turn his life around. When we meet Henchard eighteen years later, temperance and hard work have made him wealthy and respectable. However, he cannot escape his past. His secret guilt, his pride, and his impulsive temper all serve to sabotage his good name.</p>
			<p><i>The Mayor of Casterbridge</i> was published in 1886, first as a magazine serial and then later that year as a book. It is perhaps most noteworthy for the psychological portrait of Michael Henchard, a tragic character who remains sympathetic while simultaneously being deeply flawed. Typical of other Hardy novels, it also vividly depicts life in the rural countryside at that time.</p>","1800-1849"
"The Jewel of Seven Stars","Bram Stoker","1902","Horror","/works/OL85891W","This dark fantasy Bram Stoker book is full of suspense.  Set in ancient Egypt, it will keep you on the edge of your seat with a twist Please Note:  This book is easy to read in true text, not scanned images that can sometimes be difficult to decipher.  This eBook has bookmarks at chapter headings and is printable up to two full copies per year.at the end.  A must for Bram Stoker fans.","1900-1949"
"Carmilla","Sheridan Le Fanu","1871","Horror","/works/OL2895536W","https://openlibrary.org/works/OL2895536W","1850-1899"
"The Turn of the Screw","Henry James","1898","Horror","/works/OL276386W","The governess of two enigmatic children fears their souls are in danger from the ghosts of the previous governess and her sinister lover.","1850-1899"
"Herland","Charlotte Perkins Gilman","1915","Horror","/works/OL2771987W","On the eve of WWI, three American male explorers stumble onto an all-female society somewhere in the distant reaches of the earth. Unable to believe their eyes, they promptly set out to find some men, convinced that since this is a civilized country--there must be men. So begins this sparkling utopian novel, a romp through a whole world ""masculine"" and ""feminine"", as on target today as when it was written 65 years ago.","1900-1949"
"The Great God Pan","Arthur Machen","1894","Horror","/works/OL3388961W","Arthur Machen's first book, THE GREAT GOD PAN, published in 1894, is still one of the greatest works of weird horror and decadence ever produced. Arthur Machen with his taste for the bizarre and macabre, unfurls the tale of a young girl cursed by her unnatural parentage to become a creature of shape-shifting, poly-sexual, demi-human evil.","1850-1899"
"The Strange Case of Dr. Jekyll and Mr. Hyde","Robert Louis Stevenson","1875","Horror","/works/OL24156W","Mr. Gabriel Utterson is a serious, austere lawyer living a humdrum life in Victorian London. Yet there is a strange clause in his friend, Dr. Henry Jekyll's will: should he disappear for more than 3 months, everything will be inherited by Hyde. But after Edward Hyde's darker nature is revealed one dark winters night, Mr. Utterson begins to investigate the connection between the two men, and finds the dark secret binding them closer then he could have ever thought imaginable.

Adapted countless times in film, some times in video game form, and referenced countless times in popular culture, here is the story that started it all: The Strange Case of Dr. Jekyll & Mr. Hyde!","1850-1899"
"The White People","Arthur Machen","2004","Horror","/works/OL3388994W","""The White People"" is a horror short story by Welsh author Arthur Machen. Written in the late 1890s, it was first published in 1904 in Horlick's Magazine, edited by Machen's friend A. E. Waite, then reprinted in Machen's collection The House of Souls.","2000-2009"
"The Fall of the House of Usher","Edgar Allan Poe","1704","Horror","/works/OL41078W","""The Fall of the House of Usher"" is a short story by American writer Edgar Allan Poe, first published in 1839 in Burton's Gentleman's Magazine, then included in the collection Tales of the Grotesque and Arabesque in 1840. The short story, a work of Gothic fiction, includes themes of madness, family, isolation, and metaphysical identities.","1700-1799"
"Brood of the Witch-Queen","Sax Rohmer","1924","Horror","/works/OL2288676W","Prefatory Notice

The strange deeds of Antony Ferrara, as herein related, are intended to illustrate certain phases of Sorcery as it was formerly practised (according to numerous records) not only in Ancient Egypt but also in Europe during the Middle Ages. In no case do the powers attributed to him exceed those which are claimed for a fully equipped Adept.
      S.R.
~","1900-1949"
"Tales of Terror and Mystery","Arthur Conan Doyle","1963","Horror","/works/OL262586W","From the book:The idea that the extraordinary narrative which has been called the Joyce-Armstrong Fragment is an elaborate practical joke evolved by some unknown person, cursed by a perverted and sinister sense of humour, has now been abandoned by all who have examined the matter. The most macabre and imagi-native of plotters would hesitate before linking his morbid fancies with the unquestioned and tragic facts which reinforce the statement. Though the assertions contained in it are amazing and even monstrous, it is none the less forcing itself upon the general intelligence that they are true, and that we must readjust our ideas to the new situation. This world of ours appears to be separated by a slight and precarious margin of safety from a most singular and unexpected danger. I will endeavour in this narrative, which reproduces the original document in its necessarily somewhat fragmentary form, to lay before the reader the whole of the facts up to date, prefacing my statement by saying that, if there be any who doubt the narrative of Joyce-Armstrong, there can be no question at all as to the facts concerning Lieutenant Myrtle, R. N., and Mr. Hay Connor, who undoubtedly met their end in the manner described.


----------
Contains:

 - Tales of Terror

The Horror of the Heights
The Leather Funnel
The New Catacomb
The Case of Lady Sannox
The Terror of Blue John Gap
The Brazilian Cat

 - Tales of Mystery

The Lost Special
The Beetle-Hunter
The Man with the Watches
The Japanned Box
The Black Doctor
The Jew's Breastplate","1950-1969"
"The Vampyre","John William Polidori","1819","Horror","/works/OL3625242W","The Vampyre*, a short gothic novel by John William Polidori, was first published in 1819 and is considered the first modern vampire story. The story features Lord Ruthven, a seductive aristocrat with unnatural powers over men and women, and an insatiable thirst for blood. Polidori's innovative portrayal of the vampire as a Byronic figure is said to have set the template for the modern vampire.","1800-1849"
"Tales of the Grotesque and Arabesque","Edgar Allan Poe","1840","Horror","/works/OL41041W","Morella --
Lionizing --
[William Wilson](https://openlibrary.org/works/OL16088822W)
The man that was used up --
[Fall of the House of Usher](https://openlibrary.org/works/OL41078W)
The Duc de l'Omelette --
Ms. found in a bottle --
Bon-bon --
Shadow --
The devil in the belfry --
Ligeia --
King Pest --
The Signora Zenobia --
The scythe of time --
Epimanes --
Siope --
Hans Phaall --
A tale of Jerusalem --
Von Jung --
Loss of breath --
Metzengerstein --
[Berenice](https://openlibrary.org/works/OL15645808W)
Why the little Frenchman wears his hand in a sling --
[Assignation](https://openlibrary.org/works/OL15645797W)
The conversation of Eiros and Charmion.","1800-1849"
"Carrie","Stephen King","1974","Horror","/works/OL81626W","The story of misfit high-school girl, Carrie White, who gradually discovers that she has telekinetic powers. Repressed by a domineering, ultra-religious mother and tormented by her peers at school, her efforts to fit in lead to a dramatic confrontation during the senior prom. 
([source][1])


----------
Also contained in:

 - [The Shining / 'Salem's Lot / Night Shift / Carrie][2]


----------
See also:

 - [Selected from Carrie][3]


  [1]: https://stephenking.com/library/novel/carrie.html
  [2]: https://openlibrary.org/works/OL19558521W
  [3]: https://openlibrary.org/works/OL11018609W/Selected_from_Carrie","1970-1989"
"The Damned","Algernon Blackwood","2002","Horror","/works/OL2700643W","","2000-2009"
"Misery","Stephen King","1978","Horror","/works/OL81634W","Novelist Paul Sheldon has plans to make the difficult transition from writing historical romances featuring heroine Misery Chastain to publishing literary fiction. Annie Wilkes, Sheldon's number one fan, rescues the author from the scene of a car accident. The former nurse takes care of him in her remote house, but becomes irate when she discovers that the author has killed Misery off in his latest book. Annie keeps Sheldon prisoner while forcing him to write a book that brings Misery back to life.

[Source][1]


  [1]: https://stephenking.com/library/novel/misery.html","1970-1989"
"The Shining","Stephen King","1977","Horror","/works/OL81633W","The Shining is a 1977 horror novel by American author Stephen King. It is King's third published novel and first hardback bestseller; its success firmly established King as a preeminent author in the horror genre. The setting and characters are influenced by King's personal experiences, including both his visit to The Stanley Hotel in 1974 and his struggle with alcoholism. The book was followed by a sequel, Doctor Sleep, published in 2013.

The Shining centers on the life of Jack Torrance, a struggling writer and recovering alcoholic who accepts a position as the off-season caretaker of the historic Overlook Hotel in the Colorado Rockies. His family accompanies him on this job, including his young son Danny Torrance, who possesses ""the shining"", an array of psychic abilities that allow Danny to see the hotel's horrific past. Soon, after a winter storm leaves them snowbound, the supernatural forces inhabiting the hotel influence Jack's sanity, leaving his wife and son in incredible danger.


----------
Also contained in:

 - [Carrie / Night Shift / 'Salem's Lot / Shining](https://openlibrary.org/works/OL14917547W)
 - [Works (Danse Macabre / Salem's Lot / Shining)](https://openlibrary.org/works/OL24233994W)","1970-1989"
"It","Stephen King","1986","Horror","/works/OL81613W","""*It*"" is a 1986 horror novel by American author Stephen King. ""*It*"" was his 22nd book and his 17th novel written under his own name. The story follows the experiences of seven children as they are terrorized by an evil entity that exploits the fears of its victims to disguise itself while hunting its prey. ""*It*"" primarily appears in the form of Pennywise the Dancing Clown to attract its preferred prey of young children.

The novel won the British Fantasy Award in 1987, and received nominations for the Locus and World Fantasy Awards that same year.

In 2003, ""*It*"" was listed at number 144 on the BBC's The Big Read poll.




----------
See also:

 - [IT 1/2][2]
 - [IT 2/2][3]


  [1]: https://www.stephenking.com/library/novel/it.html
  [2]: https://openlibrary.org/works/OL14916816W/It_1_2
  [3]: https://openlibrary.org/works/OL14916818W/It_2_2","1970-1989"
"The Gunslinger","Stephen King","1976","Horror","/works/OL81628W","[The Dark Tower][1] I

The Gunslinger is a dark-fantasy by American author Stephen King. It is the first volume in the Dark Tower series.

The Gunslinger was first published in 1982 as a fix-up novel, joining five short stories that had been published between 1978 and 1981. King substantially revised the novel in 2003; this version has remained in print ever since, with the subtitle RESUMPTION.

The story centers upon Roland Deschain, the last gunslinger, who has been chasing his adversary, ""the man in black,"" for many years. The novel fuses Western fiction with fantasy, science fiction, and horror, following Roland's trek through a vast desert and beyond in search of the man in black. Roland meets several people along his journey, including a boy named Jake Chambers, who travels with him part of the way.

""The Gunslinger"" (October 1978)
""The Way Station"" (April 1980)
""The Oracle and the Mountains"" (February 1981)
""The Slow Mutants"" (July 1981)
""The Gunslinger and the Dark Man"" (November 1981)

  [1]: https://openlibrary.org/works/OL81600W/The_Dark_Tower_1-7","1970-1989"
"Pet Sematary","Stephen King","1983","Horror","/works/OL81631W","Pet Sematary is a 1983 horror novel by American writer Stephen King. The novel was nominated for a World Fantasy Award for Best Novel in 1986","1970-1989"
"The Green Mile","Stephen King","1996","Horror","/works/OL81629W","The Green Mile is a 1996 serial novel by American writer Stephen King. It tells the story of death row supervisor Paul Edgecombe's encounter with John Coffey, an unusual inmate who displays inexplicable healing and empathetic abilities. The serial novel was originally released in six volumes before being republished as a single-volume work. The book is an example of magical realism.

The Green Mile won the Bram Stoker Award for Best Novel in 1996. In 1997, The Green Mile was nominated as Best Novel for the British Fantasy Award and the Locus Award. In 2003 the book was listed on the BBC's The Big Read poll of the UK's ""best-loved novel"".


----------
Contains:

 1. [The Two Dead Girls](https://openlibrary.org/works/OL149165W/The_Two_Dead_Girls)
 2. [The Mouse on the Mile](https://openlibrary.org/works/OL149147W/The_Mouse_on_the_Mile)
 3. [Coffey's Hands](https://openlibrary.org/works/OL149107W/Coffey's_Hands)
 4. [The Bad Death of Eduard Delacroix](https://openlibrary.org/works/OL15861106W/The_Bad_Death_of_Eduard_Delacroix)
 5. [Night Journey](https://openlibrary.org/works/OL16252000W/Night_Journey)
 6. [Coffey on the Mile](https://openlibrary.org/works/OL15136222W/Coffey_on_the_Mile)","1990-1999"
"The Dead Zone","Stephen King","1979","Horror","/works/OL81630W","The Dead Zone is a science fiction thriller novel by Stephen King published in 1979. The story follows Johnny Smith, who awakens from a coma of nearly five years and, apparently as a result of brain damage, now experiences clairvoyant and precognitive visions triggered by touch. When some information is blocked from his perception, Johnny refers to that information as being trapped in the part of his brain that is permanently damaged, ""the dead zone."" The novel also follows a serial killer in Castle Rock, and the life of rising politician Greg Stillson, both of whom are evils Johnny must eventually face.

Though earlier King books were successful, The Dead Zone was the first of his novels to rank among the ten best-selling novels of the year in the United States. The book was nominated for the Locus Award in 1980 and was dedicated to King's son Owen. The Dead Zone is the first story by King to feature the fictional town of Castle Rock, which serves as the setting for several later stories and is referenced in others. The TV series Castle Rock takes place in this fictional town and makes references to the Strangler whom Johnny helped track down in The Dead Zone.

The Dead Zone is King's seventh novel and the fifth under his own name. The book spawned a 1983 film adaptation as well as a television series.","1970-1989"
"In the Midst of Life. Tales of Civilians","Ambrose Bierce","1891","Horror","/works/OL7973293W","A collection of 26 stories:

Soldiers (15 stories)
""A Horseman in the Sky""
[An Occurrence at Owl Creek Bridge](https://openlibrary.org/works/OL14863232W/An_Occurrence_at_Owl_Creek_Bridge)
""Chickamauga""
""A Son of the Gods""
""One of the Missing""
""Killed at Resaca""
""The Affair at Coulter's Notch""
""The Coup de Grâce""
""Parker Adderson, Philosopher""
""An Affair of Outposts""
""The Story of a Conscience""
""One Kind of Officer""
""One Officer, One Man""
""George Thurston""
""The Mocking-Bird""

Civilians (11 stories)
""The Man Out of the Nose""
""An Adventure at Brownville""
""The Famous Gilson Bequest""
""The Applicant""
[Watcher by the Dead](https://openlibrary.org/works/OL20084267W)
""The Man and the Snake""
""A Holy Terror""
""The Suitable Surroundings""
""The Boarded Window""
""An Heiress from Redhorse""
[The Eyes of the Panther](https://openlibrary.org/works/OL20084430W/The_Eyes_of_the_Panther)


----------
Also contained in:

 - [The Best of Ambrose Bierce](https://openlibrary.org/works/OL16077835W/The_Best_of_Ambrose_Bierce)
 - [The Collected Writings of Ambrose Bierce](https://openlibrary.org/works/OL14863242W/The_Collected_Writings_of_Ambrose_Bierce)
[Devil’s Dictionary, Tales, & Memoirs](https://openlibrary.org/works/OL17454237W)","1850-1899"
"The Masque of the Red Death","Edgar Allan Poe","1922","Horror","/works/OL41050W","""The Masque of the Red Death"" (originally published as ""The Mask of the Red Death: A Fantasy"") is a short story by American writer Edgar Allan Poe, first published in 1842. The story follows Prince Prospero's attempts to avoid a dangerous plague, known as the Red Death, by hiding in his abbey. He, along with many other wealthy nobles, hosts a masquerade ball in seven rooms of the abbey, each decorated with a different color. In the midst of their revelry, a mysterious figure disguised as a Red Death victim enters and makes his way through each of the rooms. Prospero dies after confronting this stranger, whose ""costume"" proves to contain nothing tangible inside it; the guests also die in turn.

The story was first published in May 1842 in Graham's Magazine and has since been adapted in many different forms, including a 1964 film starring Vincent Price. Poe's short story has also been alluded to by other works in many types of media.","1900-1949"
"The Stand","Stephen King","1978","Horror","/works/OL81618W","One man escapes from a biological weapon facility after an accident, carrying with him the deadly virus known as Captain Tripps, a rapidly mutating flu that - in the ensuing weeks - wipes out most of the world's population. In the aftermath, survivors choose between following an elderly black woman to Boulder or the dark man, Randall Flagg, who has set up his command post in Las Vegas. The two factions prepare for a confrontation between the forces of good and evil.
([source][1])


  [1]: https://stephenking.com/library/novel/stand_the.html","1970-1989"
"Cujo","Stephen King","1981","Horror","/works/OL81610W","Cujo (/ˈkjuːdʒoʊ/) is a 1981 psychological horror novel by American writer Stephen King about a rabid Saint Bernard. The novel won the British Fantasy Award in 1982 and was made into a film in 1983.","1970-1989"
"Firestarter","Stephen King","1980","Horror","/works/OL81623W","Firestarter is a science fiction-horror thriller novel by Stephen King, first published in September 1980. In July and August 1980, two excerpts from the novel were published in Omni. In 1981, Firestarter was nominated as Best Novel for the British Fantasy Award, Locus Poll Award, and Balrog Award.


----------
Also contained in:
[Ominbus](https://openlibrary.org/works/OL25080326W)","1970-1989"
"The Exorcist","William Peter Blatty","1971","Horror","/works/OL927199W","The Exorcist is a 1971 horror novel by American writer William Peter Blatty. The book details the demonic possession of eleven-year-old Regan MacNeil, the daughter of a famous actress, and the two priests who attempt to exorcise the demon. Published by Harper & Row, the novel was the basis of a highly successful film adaptation released two years later, whose screenplay was also written and produced by Blatty, and part of The Exorcist franchise.

The novel was inspired by a 1949 case of demonic possession and exorcism that Blatty heard about while he was a student in the class of 1950 at Georgetown University. As a result, the novel takes place in Washington, D.C., near the campus of Georgetown University. In September 2011, the novel was reprinted by Harper Collins to celebrate its fortieth anniversary, with slight revisions made by Blatty as well as interior title artwork by Jeremy Caniglia.","1970-1989"
"The Haunted and the Haunters, Or, The House and the Brain","Edward Bulwer Lytton, Baron Lytton","1800","Horror","/works/OL8088702W","This is a classic ghost story.  It will send chills through the reader.  Great Book!Please Note:  This book is easy to read in true text, not scanned images that can sometimes be difficult to decipher.  This eBook has bookmarks at chapter headings and is printable up to two full copies per year.","1800-1849"
"Skeleton crew","Stephen King","1985","Horror","/works/OL81627W","From the Flap:

The Master at his scarifying best! From heart-pounding terror to the eeriest of whimsy--tales from the outer limits of one of the greatest imaginations of our time!

Evil that breathes and walks and shrieks, brave new worlds and horror shows, human desperation bursting into deadly menace--such are the themes of these astounding works of fiction. In the tradition of Poe and Stevenson, of Lovecraft and The Twilight Zone, Stephen King has fused images of fear as old as time with the iconography of contemporary American life to create his own special brand of horror--one that has kept millions of readers turning the pages even as they gasp.

In the book-length story ""The Mist,"" a supermarket becomes the last bastion of humanity as a peril beyond dimension invades the earth. . .

Touch ""The Man Who Would Not Shake Hands,"" and say your prayers . . .

There are some things in attics which are better left alone, things like ""The Monkey"" . . .

The most sublime woman driver on earth offers a man ""Mrs. Todd's Shortcut"" to paradise . . .

A boy's sanity is pushed to the edge when he's left alone with the odious corpse of ""Gramma"" . . .

If you were stunned by Gremlins, the Fornits of ""The Ballad of the Flexible Bullet"" will knock your socks off . . .

Trucks that punish and beautiful teen demons who seduce a young man to massacre; curses whose malevolence grows through the years; obscene presences and angels of grace--here, indeed, is a night-blooming bouquet of chills and thrills.
([source][1])


----------
Contains:

 - [The Mist](https://openlibrary.org/works/OL149144W/The_Mist)
 - Here There Be Tygers
 - [The Monkey](https://openlibrary.org/works/OL149146W/The_Monkey)
 - Cain Rose Up
 - [Mrs. Todd's Shortcut](https://openlibrary.org/works/OL149148W/Mrs._Todd's_Shortcut)
 - [The Jaunt](https://openlibrary.org/works/OL20663554W/The_Jaunt)
 - The Wedding Gig
 - Paranoid: a Chant
 - The Raft
 - [Word Processor of the Gods](https://openlibrary.org/works/OL20666372W/The_Word_Processor)
 - The Man Who Would Not Shake Hands
 - Beachworld
 - The Reaper's Image
 - [Nona](https://openlibrary.org/works/OL20666488W/Nona)
 - For Owen
 - Survivor Type
 - Uncle Otto's Truck
 - Morning Deliveries (Milkman No. 1)
 - Big Wheels: a Tale of the Laundry Game (Milkman No. 2)
 - Gramma
 - The Ballad of the Flexible Bullet
 - The Reach

  [1]: https://stephenking.com/library/story_collection/skeleton_crew_flap.html","1970-1989"
"The Tell-Tale Heart","Edgar Allan Poe","1958","Horror","/works/OL41059W","""The Tell-Tale Heart"" is a short story by American writer Edgar Allan Poe, first published in James Russell Lowell's The Pioneer in January 1843. ""The Tell-Tale Heart"" is often considered a classic of the Gothic fiction genre and is one of Poe's best known short stories. It is related by an unnamed narrator who endeavors to convince the reader of the narrator's sanity while simultaneously describing a murder the narrator committed.","1950-1969"
"Needful Things","Stephen King","1991","Horror","/works/OL81607W","Needful Things is a 1991 horror novel by American author Stephen King. It is the first novel King wrote after his rehabilitation from drug and alcohol addiction. It was made into a film of the same name in 1993 which was directed by Fraser C. Heston. The story focuses on a shop that sells collectibles and antiques, managed by Leland Gaunt, a new arrival to the town of Castle Rock, Maine, the setting of many King stories. Gaunt often asks customers to perform a prank or mysterious deed in exchange for the item they are drawn to. As time goes by, the many deeds and pranks lead to increasing aggression among the townspeople, as well as chaos and death. A protagonist of the book is Alan Pangborn, previously seen in Stephen King's novel [The Dark Half](https://openlibrary.org/works/OL81620W).","1990-1999"
